Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
PLN,PLN 170 Building Permits and Inspections,B.000298.1     ,Construction Inspector Supervisor,Non Exempt,2/1/1980,5/9/2019,80371.20
PLN,PLN 170 Building Permits and Inspections,B.001938.1     ,Planning Aide II,Non Exempt,9/26/2019,7/29/2021,31844.80
PLN,PLN 170 Building Permits and Inspections,B.007045,Construction Inspector III,Non Exempt,3/22/2015,1/28/2021,54069.08
PLN,PLN 170 Building Permits and Inspections,B.004196.1     ,Code Inspector I,Non Exempt,5/20/2021,5/20/2021,40768.00
PLN,PLN 170 Building Permits and Inspections,B.005544.1     ,Code Inspector III,Non Exempt,10/1/1999,10/1/2006,64627.94
PLN,PLN 170 Building Permits and Inspections,B.005830.1     ,Construction Inspector II,Non Exempt,1/1/2002,5/16/2007,55120.78
PLN,PLN 170 Building Permits and Inspections,B.002687.1     ,Plans Examiner II,Non Exempt,6/1/1999,6/16/2005,66174.68
PLN,PLN 170 Building Permits and Inspections,B.002817.1     ,Planning Technician II,Non Exempt,9/1/1998,4/1/2007,62795.20
PLN,PLN 170 Building Permits and Inspections,B.001810.1     ,Planning Aide I,Non Exempt,12/3/2020,12/3/2020,27456.00
PLN,PLN 170 Building Permits and Inspections,B.007494,Code Inspector I,Non Exempt,9/27/2018,9/27/2018,43008.94
PLN,PLN 170 Building Permits and Inspections,B.002884.1     ,Code Inspector II,Non Exempt,5/1/2013,11/9/2017,50648.78
PLN,PLN 170 Building Permits and Inspections,B.002735.1     ,Inspections Coordinator I,Exempt,5/22/2016,11/5/2020,72811.18
PLN,PLN 170 Building Permits and Inspections,B.003539.1     ,Code Inspector Supervisor,Non Exempt,10/1/1997,2/16/2008,75279.88
PLN,PLN 170 Building Permits and Inspections,B.002568.1     ,Plans Examiner I,Non Exempt,1/17/2019,1/17/2019,49880.74
PLN,PLN 170 Building Permits and Inspections,B.003045.1     ,Code Inspector III,Non Exempt,6/1/2005,7/1/2007,61008.74
PLN,PLN 170 Building Permits and Inspections,B.002645.1     ,Permits and Inspections Administrator,Exempt,7/16/2005,8/27/2020,93200.12
PLN,PLN 170 Building Permits and Inspections,B.001990.1     ,Code Inspector II,Non Exempt,4/8/2021,4/8/2021,47999.90
PLN,PLN 170 Building Permits and Inspections,B.000250.1     ,Code Inspector III,Non Exempt,5/16/1997,12/1/2002,65647.14
PLN,PLN 170 Building Permits and Inspections,B.003364.1     ,Planning Aide III,Non Exempt,2/16/1989,2/1/2000,51885.60
PLN,PLN 181 Transportation Planning,B.001175.7     ,Planner II,Exempt,7/29/2021,NULL,59999.94
POL,POL 010 Directors Office,B.001113.1     ,Administrative Assistant,Non Exempt,4/16/2007,3/7/2016,42177.46
POL,POL 010 Directors Office,B.001746.1     ,Police Sergeant,Non Exempt,2/3/1997,1/5/2017,94494.66
POL,POL 010 Directors Office,B.002550.1     ,Police Lieutenant,Exempt,1/11/1999,3/30/2017,105900.34
POL,POL 010 Directors Office,B.003471,Office Assistant II,Non Exempt,3/28/2019,3/28/2019,33612.02
POL,POL 010 Directors Office,B.002023.1     ,Master Police Officer,Non Exempt,2/3/1997,2/16/2003,81494.40
POL,POL 010 Directors Office,B.007127,Police Sergeant,Non Exempt,1/16/2005,7/22/2015,91753.22
POL,POL 010 Directors Office,B.005346.2     ,Police Sergeant,Non Exempt,5/11/1998,1/7/2016,92003.08
POL,POL 010 Directors Office,B.000233,Executive Assistant II,Non Exempt,3/16/2001,1/22/2016,50663.34
POL,POL 010 Directors Office,B.001939.1     ,Police Sergeant,Non Exempt,2/16/2006,1/5/2017,89874.20
POL,POL 010 Directors Office,B.000594,Police Sergeant,Non Exempt,1/16/2002,5/23/2019,86732.62
POL,POL 010 Directors Office,B.004406,Master Police Officer,Non Exempt,9/1/2005,2/16/2012,69848.22
POL,POL 010 Directors Office,B.004146.1     ,Master Police Officer,Non Exempt,11/16/1993,11/16/1999,81494.40
POL,POL 010 Directors Office,B.003644.1     ,Police Lieutenant,Exempt,1/16/2003,1/3/2019,103878.84
POL,POL 010 Directors Office,B.000667,Master Police Officer,Non Exempt,9/14/1992,9/16/1998,81494.40
POL,POL 010 Directors Office,B.002797,Police Sergeant,Non Exempt,3/1/2010,7/5/2018,88665.72
POL,POL 010 Directors Office,B.001656.1     ,Master Police Officer,Non Exempt,7/16/2013,1/2/2020,65146.12
POL,POL 010 Directors Office,B.007240,Administrative Technician,Non Exempt,2/1/2007,5/10/2018,42629.60
POL,POL 010 Directors Office,B.001853,Police Chief,Exempt,10/14/2020,10/14/2020,174075.20
POL,POL 010 Directors Office,B.007115,Administrative Technician,Non Exempt,9/22/2016,12/3/2020,39863.20
POL,POL 010 Directors Office,B.002649.1     ,Master Police Officer,Non Exempt,2/16/2004,12/16/2011,73472.88
POL,POL 010 Directors Office,P.050105,Legal Docket Clerk I,Non Exempt,6/1/1977,8/16/1999,18.30
POL,POL 010 Directors Office,B.007116,Administrative Technician,Non Exempt,11/16/2013,10/24/2019,39031.20
POL,POL 010 Directors Office,B.007241,Administrative Technician,Non Exempt,10/22/2015,12/3/2020,45042.40
POL,POL 010 Directors Office,B.003467.1     ,Administrative Technician,Non Exempt,5/16/2002,3/22/2016,48162.40
POL,POL 010 Directors Office,B.004621.2     ,Police Lieutenant,Exempt,2/16/2004,1/4/2018,103931.62
POL,POL 010 Directors Office,B.004118.2     ,Police Deputy Chief,Exempt,5/16/1987,4/22/2021,136872.31
POL,POL 012 False Alarms,P.050154,Account Clerk II,Non Exempt,9/30/1977,11/12/2013,15.77
POL,POL 012 False Alarms,P.050106,Account Clerk II,Non Exempt,6/1/1980,12/7/2016,15.77
POL,POL 015 Personnel and Training,B.000448,Police Sergeant,Non Exempt,8/16/2006,4/7/2016,90965.94
POL,POL 015 Personnel and Training,B.003396,Master Police Officer,Non Exempt,1/18/2000,7/1/2006,81494.40
POL,POL 015 Personnel and Training,B.001766,Master Police Officer,Non Exempt,2/1/2008,2/1/2013,71070.22
POL,POL 015 Personnel and Training,B.007466,Public Safety Training Specialist,Non Exempt,9/14/2018,3/14/2019,45203.60
POL,POL 015 Personnel and Training,B.002193.1     ,Police Sergeant,Non Exempt,8/3/1998,1/7/2016,93085.98
POL,POL 015 Personnel and Training,B.003676,Master Police Officer,Non Exempt,7/16/2009,2/7/2016,71116.24
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,3/16/2021,NULL,24.02
POL,POL 015 Personnel and Training,B.007467,Office Assistant II,Non Exempt,3/28/2019,3/28/2019,33612.02
POL,POL 015 Personnel and Training,B.004116,Police Training Assistant,Non Exempt,7/29/2021,7/29/2021,33862.40
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,1/16/1990,6/7/2010,24.44
POL,POL 015 Personnel and Training,B.003809,Master Police Officer,Non Exempt,3/1/2010,8/7/2016,69858.62
POL,POL 015 Personnel and Training,B.001644,Master Police Officer,Non Exempt,1/16/2001,1/16/2006,81494.40
POL,POL 015 Personnel and Training,B.003997,Police Sergeant,Non Exempt,6/1/2005,4/7/2016,92088.88
POL,POL 015 Personnel and Training,B.007523.1     ,Police Safety Specialist,Exempt,1/4/2021,1/4/2021,75878.40
POL,POL 015 Personnel and Training,B.002871.1     ,Administrative Assistant,Non Exempt,7/1/1990,7/16/1999,51017.46
POL,POL 015 Personnel and Training,N.090184,Police Cadet,Non Exempt,8/26/2021,NULL,16.00
POL,POL 015 Personnel and Training,B.005371,Master Police Officer,Non Exempt,2/3/1997,12/16/2001,81494.40
POL,POL 015 Personnel and Training,B.000493,Master Police Officer,Non Exempt,1/16/2007,2/16/2014,71924.84
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,1/16/2003,NULL,24.02
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,12/1/2008,4/4/2011,24.44
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,9/14/2018,NULL,24.44
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,3/16/2021,NULL,24.02
POL,POL 015 Personnel and Training,B.000694.1     ,Police Lieutenant,Exempt,8/1/2002,5/23/2019,102241.88
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,9/6/1988,NULL,24.44
POL,POL 015 Personnel and Training,B.004264,Office Assistant II,Non Exempt,7/1/2006,12/1/2013,41557.62
POL,POL 015 Personnel and Training,B.003870,Office Assistant II,Non Exempt,6/16/2009,1/16/2014,36420.02
POL,POL 015 Personnel and Training,B.004409,Master Police Officer,Non Exempt,8/1/2001,8/1/2007,81494.14
POL,POL 015 Personnel and Training,B.002983,Master Police Officer,Non Exempt,8/1/2008,1/22/2015,71008.60
POL,POL 015 Personnel and Training,B.001295.1     ,Police Officer II,Non Exempt,7/22/2015,2/14/2019,57545.54
POL,POL 015 Personnel and Training,B.001052.1     ,Police Captain,Exempt,6/1/1993,1/3/2019,121182.62
POL,POL 015 Personnel and Training,B.001158,Master Police Officer,Non Exempt,8/16/2007,2/16/2014,71924.84
POL,POL 015 Personnel and Training,B.001188,Master Police Officer,Non Exempt,5/16/2013,12/31/2020,64897.56
POL,POL 015 Personnel and Training,B.000315,Police Sergeant,Non Exempt,2/16/2005,1/16/2014,92705.34
POL,POL 015 Personnel and Training,B.002919,Master Police Officer,Non Exempt,3/1/2010,8/7/2016,68826.16
POL,POL 015 Personnel and Training,N.030025,Public Safety Investigator,Non Exempt,2/17/2014,2/17/2014,24.44
POL,POL 015 Personnel and Training,B.001306.1     ,Police Sergeant,Non Exempt,5/19/1990,1/1/2010,94494.40
POL,POL 015 Personnel and Training,B.001360,Master Police Officer,Non Exempt,7/10/1995,2/16/2010,77913.42
POL,POL 015 Personnel and Training,N.090184,Police Cadet,Non Exempt,7/29/2021,NULL,16.00
POL,POL 016 Community Engagement Unit,B.001616.1     ,Police Sergeant,Non Exempt,8/3/1998,1/5/2017,94494.40
POL,POL 017 Support Division,B.002290,Account Clerk II,Non Exempt,10/25/2018,10/25/2018,33591.22
POL,POL 017 Support Division,B.000316.1     ,Storekeeper II,Non Exempt,3/1/2005,11/19/2020,46764.12
POL,POL 017 Support Division,B.001956.1     ,Public Safety Data Services Assistant I,Non Exempt,3/16/2013,6/22/2017,36482.42
POL,POL 017 Support Division,B.002267.1     ,Administrative Assistant,Non Exempt,12/5/2019,12/17/2020,37622.26
POL,POL 017 Support Division,B.003653.2     ,Public Safety Data Services Assistant I,Non Exempt,11/16/2013,5/20/2021,31844.80
POL,POL 017 Support Division,B.002872.3     ,Public Safety Support Services Supervisor,Non Exempt,6/1/2005,7/15/2021,52894.40
POL,POL 017 Support Division,B.000361.1     ,Administrative Technician,Non Exempt,5/10/1997,5/16/2013,47725.60
POL,POL 017 Support Division,B.002050,Storekeeper III,Non Exempt,6/1/2012,6/1/2012,46498.40
POL,POL 017 Support Division,B.004242.1     ,Public Safety Support Services Supervisor,Non Exempt,7/29/2021,NULL,61235.20
POL,POL 017 Support Division,B.001868.3     ,Public Safety Data Services Assistant I,Non Exempt,1/4/2021,1/4/2021,31844.80
POL,POL 017 Support Division,B.000173,Police Offense Technician,Non Exempt,1/1/2003,1/1/2003,43363.06
POL,POL 017 Support Division,B.003064.5     ,Public Safety Data Services Assistant II,Non Exempt,7/1/2007,6/22/2016,37965.72
POL,POL 017 Support Division,B.000419.1     ,Clerk III,Non Exempt,6/1/2000,6/1/2001,42307.20
POL,POL 017 Support Division,B.005574,Police Support Division Manager,Exempt,7/5/2018,7/5/2018,110625.58
POL,POL 017 Support Division,B.000763,Account Clerk III,Non Exempt,4/11/2019,5/21/2020,36998.26
POL,POL 017 Support Division,B.003648.1     ,Public Safety Data Services Assistant I,Non Exempt,8/31/2010,2/27/2020,32842.42
POL,POL 017 Support Division,B.004566.1     ,Administrative Technician,Non Exempt,11/16/2012,3/25/2021,37627.20
POL,POL 017 Support Division,B.001668,Clerk III,Non Exempt,1/28/2021,1/28/2021,28849.60
POL,POL 017 Support Division,B.003974.7     ,Public Safety Data Services Assistant II,Non Exempt,5/9/2019,5/6/2021,35303.32
POL,POL 017 Support Division,B.007528,Administrative Technician,Non Exempt,9/13/2018,3/28/2019,38875.20
POL,POL 017 Support Division,B.000021.1     ,Storekeeper II,Non Exempt,1/2/2020,7/2/2020,34512.92
POL,POL 017 Support Division,B.003228,Police Sergeant,Non Exempt,2/3/1997,1/1/2009,94494.40
POL,POL 017 Support Division,B.000364.2     ,Public Safety Data Services Assistant III,Non Exempt,6/21/2018,1/28/2021,39738.40
POL,POL 017 Support Division,P.050245.1     ,Public Safety Investigator,Non Exempt,11/16/1993,NULL,24.44
POL,POL 017 Support Division,B.000523,Police Data Analysis Supervisor,Exempt,8/12/2021,NULL,91748.02
POL,POL 017 Support Division,B.006017,Accountant III,Exempt,8/16/2005,3/16/2008,78916.76
POL,POL 017 Support Division,B.007527.1     ,Public Safety Analyst II,Exempt,10/24/2019,12/17/2020,56580.68
POL,POL 017 Support Division,B.000016.4     ,Public Safety Data Services Assistant I,Non Exempt,7/16/2010,9/24/2020,32842.42
POL,POL 017 Support Division,B.001920.1     ,Public Safety Support Services Supervisor,Non Exempt,7/30/2020,7/30/2020,62482.68
POL,POL 017 Support Division,B.000997,Account Clerk Supervisor,Non Exempt,1/1/2013,5/11/2017,51287.34
POL,POL 017 Support Division,B.007524.1     ,Technology Services Manager,Exempt,2/1/2007,1/2/2020,89960.00
POL,POL 017 Support Division,B.003092.3     ,Public Safety Analyst II,Exempt,10/7/2014,6/7/2016,61926.28
POL,POL 017 Support Division,B.006966.5     ,Public Safety Data Services Assistant II,Non Exempt,6/22/2015,7/6/2017,37632.92
POL,POL 017 Support Division,B.003267.1     ,Business Application Specialist II,Exempt,12/16/2013,8/7/2015,64942.28
POL,POL 017 Support Division,B.003514.1     ,Public Safety Data Services Assistant I,Non Exempt,3/14/2019,1/2/2020,33653.62
POL,POL 017 Support Division,B.001547,Master Police Officer,Non Exempt,12/16/2004,1/16/2011,73467.16
POL,POL 017 Support Division,B.002427.3     ,Public Safety Data Services Assistant III,Non Exempt,8/1/2010,10/7/2015,41548.00
POL,POL 017 Support Division,B.003306.1     ,Storekeeper II,Non Exempt,6/14/1980,8/27/2020,49067.20
POL,POL 017 Support Division,B.000286.2     ,Public Safety Data Services Assistant I,Non Exempt,4/9/2020,5/20/2021,33612.02
POL,POL 017 Support Division,B.003718,Account Clerk II,Non Exempt,12/21/2015,11/19/2020,34256.82
POL,POL 017 Support Division,B.003332,Clerk III,Non Exempt,8/1/2006,8/1/2006,36669.88
POL,POL 017 Support Division,B.003143,Account Clerk II,Non Exempt,5/6/2021,5/6/2021,31844.80
POL,POL 017 Support Division,B.004267.7     ,Public Safety Analyst II,Exempt,3/26/2020,2/25/2021,56580.68
POL,POL 017 Support Division,B.004653.3     ,Public Safety Training Specialist,Non Exempt,1/16/2007,12/7/2016,49275.20
POL,POL 017 Support Division,B.003822,Public Safety Data Services Assistant I,Non Exempt,7/29/2021,7/29/2021,31844.80
POL,POL 017 Support Division,B.002191,Account Clerk III,Non Exempt,12/2/2016,5/21/2020,36998.26
POL,POL 017 Support Division,B.007645,Administrative Specialist II,Non Exempt,11/5/2020,11/5/2020,50294.40
POL,POL 017 Support Division,B.004748.3     ,Clerk III,Non Exempt,5/1/2014,5/24/2018,32821.88
POL,POL 017 Support Division,B.004065.1     ,Police Sergeant,Non Exempt,11/16/2006,7/5/2018,88665.72
POL,POL 017 Support Division,B.003322,Storekeeper II,Non Exempt,11/25/2008,2/28/2019,35324.12
POL,POL 017 Support Division,B.001031,Clerk III,Non Exempt,10/10/2019,10/22/2020,29743.48
POL,POL 017 Support Division,B.004408.2     ,Public Safety Data Services Assistant I,Non Exempt,6/3/2021,6/3/2021,31844.80
POL,POL 017 Support Division,B.001262.1     ,Master Police Officer,Non Exempt,8/7/2000,8/16/2006,81494.40
POL,POL 017 Support Division,B.001305.7     ,Public Safety Analyst II,Exempt,2/13/2020,1/28/2021,56580.68
POL,POL 017 Support Division,B.001884.1     ,Public Safety Data Services Assistant I,Non Exempt,6/1/2012,10/22/2014,36316.02
POL,POL 017 Support Division,B.002580.1     ,Police Lieutenant,Exempt,8/1/2002,1/4/2018,103931.62
POL,POL 017 Support Division,B.001459.6     ,Public Safety Data Services Assistant I,Non Exempt,7/15/2021,NULL,31844.80
POL,POL 017 Support Division,B.001859.2     ,Financial Specialist,Non Exempt,8/1/1979,5/24/2018,69305.60
POL,POL 018 K9 Unit,B.000561,Master Police Officer,Non Exempt,2/16/2006,8/1/2012,73238.62
POL,POL 018 K9 Unit,B.002114,Master Police Officer,Non Exempt,2/16/2004,2/16/2010,75121.28
POL,POL 018 K9 Unit,B.003744,Master Police Officer,Non Exempt,8/16/2001,6/22/2014,70514.60
POL,POL 018 K9 Unit,B.002711,Master Police Officer,Non Exempt,9/1/1997,9/1/2003,81494.40
POL,POL 018 K9 Unit,B.003910,Master Police Officer,Non Exempt,4/16/1993,5/16/1999,81494.40
POL,POL 018 K9 Unit,B.004660,Master Police Officer,Non Exempt,8/1/2004,8/1/2010,73494.98
POL,POL 018 K9 Unit,B.004077,Master Police Officer,Non Exempt,2/1/2011,7/6/2017,69294.68
POL,POL 018 K9 Unit,B.001593.1     ,Master Police Officer,Non Exempt,2/1/2011,7/6/2017,69636.32
POL,POL 018 K9 Unit,B.003937,Master Police Officer,Non Exempt,6/1/1993,6/1/1999,81494.40
POL,POL 018 K9 Unit,B.002347,Master Police Officer,Non Exempt,1/16/2002,1/16/2008,81494.40
POL,POL 018 K9 Unit,B.001263,Master Police Officer,Non Exempt,8/1/2005,1/16/2012,71802.38
POL,POL 018 K9 Unit,B.003760,Master Police Officer,Non Exempt,8/16/2010,2/2/2017,70546.84
POL,POL 018 K9 Unit,B.005415,Master Police Officer,Non Exempt,8/3/1998,2/16/2003,81494.40
POL,POL 018 K9 Unit,B.002055,Police Sergeant,Non Exempt,1/11/1999,8/16/2011,94494.66
POL,POL 018 K9 Unit,B.005020,Master Police Officer,Non Exempt,5/16/1994,5/16/2000,81494.40
POL,POL 019 Helicopter Unit,B.001867,Master Police Officer,Non Exempt,1/17/1989,1/16/1995,81494.40
POL,POL 019 Helicopter Unit,B.002417.1     ,Master Police Officer,Non Exempt,9/1/1997,9/1/2003,81494.40
POL,POL 019 Helicopter Unit,B.004025.1     ,Master Police Officer,Non Exempt,9/9/1998,8/16/2006,81494.40
POL,POL 019 Helicopter Unit,B.001636,Master Police Officer,Non Exempt,5/16/2010,5/16/2012,77431.90
POL,POL 020 Operations Division,B.002374,Master Police Officer,Non Exempt,1/22/2015,7/15/2021,65124.80
POL,POL 020 Operations Division,B.001214,Master Police Officer,Non Exempt,8/7/2000,7/1/2010,75052.38
POL,POL 020 Operations Division,B.003522,Police Deputy Chief,Exempt,9/6/1988,4/22/2021,141334.95
POL,POL 020 Operations Division,B.005226,Police Officer II,Non Exempt,3/30/2017,3/11/2021,56052.36
POL,POL 020 Operations Division,B.000003,Police Officer I,Non Exempt,6/6/2019,11/21/2019,51000.04
POL,POL 020 Operations Division,B.005015,Master Police Officer,Non Exempt,7/10/1995,7/16/2001,81494.40
POL,POL 020 Operations Division,B.000040,Police Sergeant,Non Exempt,3/1/2010,5/23/2019,84569.94
POL,POL 020 Operations Division,B.006073,Master Police Officer,Non Exempt,11/1/1994,11/1/2000,81494.40
POL,POL 020 Operations Division,B.000408,Police Officer I,Non Exempt,1/2/2020,6/18/2020,51000.04
POL,POL 020 Operations Division,B.003132,Master Police Officer,Non Exempt,9/1/2005,2/16/2012,73238.62
POL,POL 020 Operations Division,B.005660,Police Officer I,Non Exempt,4/26/2018,10/11/2018,52924.04
POL,POL 020 Operations Division,N.030028,Police School Guard,Non Exempt,3/1/2018,NULL,27.12
POL,POL 020 Operations Division,B.001012.1     ,Police Officer I,Non Exempt,11/8/2018,5/9/2019,52530.14
POL,POL 020 Operations Division,B.003982,Police Officer II,Non Exempt,9/28/2017,3/25/2021,56215.90
POL,POL 020 Operations Division,B.000156,Master Police Officer,Non Exempt,5/1/2008,1/22/2015,71358.30
POL,POL 020 Operations Division,B.007120,Police Officer II,Non Exempt,9/28/2017,3/25/2021,56215.90
POL,POL 020 Operations Division,B.005659,Police Officer I,Non Exempt,7/16/2020,7/16/2020,49226.32
